split,clase,dataset_origen,clase_original,ruta,es_pequena
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_738_jpg.rf.4e18d8b0ae15b34b18c5dcbb804dc920_box4.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1636_jpg.rf.717b92e34582b0230d4c5aeacdf3593f_box1.jpg,False
train,Roya,calibro,Roya_Hoja_13_sev44pct,train\Roya\calibro_Roya_Hoja_13_sev44pct.jpeg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1686_jpg.rf.a601e7e40a33646664817f35b734a867_box3.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1619_jpg.rf.0462795a57ee2e1d13d789a445d844a3_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1186_jpg.rf.a2c7604ebaf645c9aada1af81f2eff7e_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1666_jpg.rf.8ca42b41abdd9093309b3b4e85181c1d_box9.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name243.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C11P7E2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C9P25H1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1403_jpg.rf.dd5966b7cae0b57a32936169704615fe_box15.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_769_jpg.rf.905a375b679b1cacc5534478f82787c7_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_127_jpg.rf.6273650c219343269c36f2a3c7b83bc8_box10.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name174.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1544_jpg.rf.d2fe2b7068f811c7399dbfd2b71e82fc_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_605_jpg.rf.bf6ec82b531384dfa1b71d83f08bb19f_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_135_jpg.rf.8b5a96565bc02d2e24bdef2b636f3aed_box0.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C11P37H2.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C6P25H1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C6P28H2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_702_jpg.rf.d8d338514366af03191ed2e5c888cc15_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1470_jpg.rf.83a932e65ac5602a816ddca64c504639_box6.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C1P19E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1293_jpg.rf.7e7567f13ae988536785d6e7e30e1734_box5.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name108.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1551_jpg.rf.43bad373f966a89c8a5143fd6051775a_box3.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1289_jpg.rf.d6cf9147881b8542e01d8b3b28b50f2b_box2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1544_jpg.rf.d2fe2b7068f811c7399dbfd2b71e82fc_box4.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1707_jpg.rf.74f1d475858b1efd5def2f8bb8c764a2_box5.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1334_jpg.rf.920b40f47acc32850df6d9a2f0fa21de_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1666_jpg.rf.8ca42b41abdd9093309b3b4e85181c1d_box5.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_161_jpg.rf.80b6ac566d2e1da6b547495a960461dc_box4.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C9P9H1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name40.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1481_jpg.rf.854b5dee572062ca090cdc7ddf9ff1ab_box1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C8P4E1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C2P6E2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name276.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C11P34H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C2P16H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name15.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1397_jpg.rf.a3cc9f7e4a7da74fca1c38199912a1e0_box5.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_126_jpg.rf.ec19969a62644e66bd610561a26277bb_box8.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1341_jpg.rf.129cd5058525ed27a1b52c5da910fbb1_box8.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C1P32H2.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C6P24E2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C9P26H1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_814_jpg.rf.5825bb913f4b3618a265ca57825eba0f_box2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_115_jpg.rf.e10022ac6166890a33a416faa71f7f8e_box1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C1P11H2.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C1P15E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1456_jpg.rf.5279472e956e09cb7c004221e92b3c8f_box0.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name299.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1580_jpg.rf.81268be5dbb2ada1d0ed473788c0007e_box1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C10P13H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name190.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1250_jpg.rf.5637d256dc18a3f51edf0387191f9462_box1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name135.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C6P31E1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1473_jpg.rf.2a0f02202bd68ca8c35a2381097e31a1_box3.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1150_jpg.rf.6693bff45f68000ca517af17cfb4fd31_box15.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_148_jpg.rf.065df6845c2d253dd81a67bdfd0958e0_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_168_jpg.rf.91bfbd8951cb3395cbba37321839dc3d_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1491_jpg.rf.1e074db83ae96a3634492bc50eff6c8a_box2.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C5P38E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_805_jpg.rf.c63e73192aa0910bbc1661c34fd4a5b2_box5.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1235_jpg.rf.d520354dd38cc747cf4730172c06f266_box4.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C10P38E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_98_jpg.rf.2af903d036ca8a6d06d80a660bf61dba_box19.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C7P40H2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1277_jpg.rf.f616a2657b65150fc50d28b0785a9e44_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1206_jpg.rf.99a43188aaa395fdeb517961594897c1_box13.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1627_jpg.rf.e2436e10c7ac950d69c1ee7374f63da2_box4.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_912_jpg.rf.8c82cc3e45a0ab4d9a9ba12cb1ef57bb_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1315_jpg.rf.e9c949b36a45046923928791e496f027_box1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name249.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_895_jpg.rf.35846075653db41f526103b1623258d5_box2.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C8P30E1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1308_jpg.rf.6cd7b4ea3df03d46770b0e278879a4ac_box10.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name254.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C7P30E1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_140_jpg.rf.4b133aeba2048b24d9270cfde6cb58e2_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1470_jpg.rf.83a932e65ac5602a816ddca64c504639_box0.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C11P31H2.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C1P17H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C6P34H1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C6P12E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1397_jpg.rf.a3cc9f7e4a7da74fca1c38199912a1e0_box4.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_843_jpg.rf.579df750d8aa50da6931b81dce583760_box1.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C10P2H1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C5P21H2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_126_jpg.rf.ec19969a62644e66bd610561a26277bb_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1234_jpg.rf.437df7640386c30d311c1ad9d801cb5c_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_927_jpg.rf.22cdcee49e2e45808e9c39b49129050a_box8.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_756_jpg.rf.e28cac8ef9f0a2e8d8e396bda96b9763_box17.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1662_jpg.rf.f2f814de2d4c59cd7d281270cfea50cb_box9.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C8P17H1.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C6P37H1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1671_jpg.rf.1974e556df22114866c7e5e23f011f39_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_114_jpg.rf.09d25ca365128521bc69b24d3b15f3c1_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1686_jpg.rf.a601e7e40a33646664817f35b734a867_box5.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1284_jpg.rf.36154004af8b45da36e07a0d5763a35f_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1308_jpg.rf.6cd7b4ea3df03d46770b0e278879a4ac_box14.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1511_jpg.rf.5c849c3aae25bbfa55d265ef6fc171fd_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1514_jpg.rf.2f93493da18bc0e65caa83eeabd7bb84_box19.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C9P22E1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1292_jpg.rf.801a0f9d777f9fb33c46afd9776818f2_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_890_jpg.rf.17ef4680804d3b6b0dd80c00687a86ad_box9.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1460_jpg.rf.eb09d85892ebad63b14dda0667398a3b_box3.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1635_jpg.rf.8f8772b1adff3769e4064281e7bb3b25_box1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C1P20E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1449_jpg.rf.7602802853945acf3e024ca55d4bd0e0_box2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1303_jpg.rf.6fe09b8495e3be85fe525f9d84593c7b_box7.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1493_jpg.rf.4f8ad46c6e6621ce132eddf09e69ebf2_box8.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C6P31H1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C1P17H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name268.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C7P29H2.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C9P35E1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name42.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1330_jpg.rf.6784b5b10a3ab5610cf06a20f1c9bd3a_box4.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1660_jpg.rf.cb005eb40a7b3ad9445170954f966fde_box2.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C10P17E2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name320.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1378_jpg.rf.f169be5c905585c71eb096ce7882fca1_box2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_100_jpg.rf.c39f186648ed3344aae1db1d9471c739_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1122_jpg.rf.dab095a8f6b50757c287405101fdd129_box2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name58.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C10P17H2.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C5P17H2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1572_jpg.rf.bc7e4336b426dc992957ba69a99e991c_box6.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1524_jpg.rf.3a8cd1e247d5eeeff8f2fa9ab5ff8b5f_box18.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C11P6H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C8P39H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C3P37H1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1527_jpg.rf.014a4878d446437460c8b88c84897899_box11.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1495_jpg.rf.914d5ba0ba904747235b64cd9e8aaa78_box4.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C5P12E1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1243_jpg.rf.c6376d5ffda7733452b31dbcecf33287_box7.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C9P18E1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1284_jpg.rf.36154004af8b45da36e07a0d5763a35f_box4.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1422_jpg.rf.772ad510e15ac579f9be7f3a000e476f_box7.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1671_jpg.rf.1974e556df22114866c7e5e23f011f39_box3.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1366_jpg.rf.7a1f8121344a30fc07706821d35aeb6f_box9.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name264.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name214.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1651_jpg.rf.68da11632169f77fd0dc33358d8e665b_box0.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C8P14E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1329_jpg.rf.389732d8be4e8be7169c61774c7a9975_box0.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C7P17E2.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C7P3E1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1428_jpg.rf.0bec9ef1683366b44c7bc97a3c13fe69_box7.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1268_jpg.rf.380707064eb37a35a0756c34cdbbf693_box3.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1449_jpg.rf.7602802853945acf3e024ca55d4bd0e0_box0.jpg,False
train,Roya,calibro,Roya_Hoja_11_sev22pct,train\Roya\calibro_Roya_Hoja_11_sev22pct.jpeg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1373_jpg.rf.3f3dd1c4f11bd5475b8428f0e2a8e3df_box14.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1304_jpg.rf.e941a1af7ac4ea44d583bc3b8146bb96_box7.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C3P33E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_733_jpg.rf.ee3fec58d2661cf2ac11ec29a72e07d4_box8.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1246_jpg.rf.b6e59875435e3ee38be68cca6866b674_box1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C5P10E1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1652_jpg.rf.c64774049ad5feb3f54863ea6dbe1c48_box4.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1470_jpg.rf.83a932e65ac5602a816ddca64c504639_box12.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name301.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C3P32H2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_899_jpg.rf.eda98fe0f402cce07194add2003dc927_box17.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C8P38E1.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C8P37E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1239_jpg.rf.ef61bd0ae6fbf41b2485907dc11a201c_box0.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C11P7H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C1P40E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_801_jpg.rf.79b326c5dfc00d3cbc72804a55230e0d_box3.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C1P7H2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_561_jpg.rf.ac1768ea22a495b74d7c15e96fa7101a_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_681_jpg.rf.81617871b966f22783fdb197e9359077_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_94_jpg.rf.d1a9394e41ca7a593febd794d2459079_box19.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C8P37H2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1237_jpg.rf.9147a2d83986350b92e8381091107f78_box4.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C3P5H2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_796_jpg.rf.7e1e0f3203297f2bd5a736bd4edf761c_box0.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C2P27H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C7P20H2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1342_jpg.rf.6b4870d42ce48abca3e706c012a352af_box9.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1616_jpg.rf.09461f742ae90d78d228d436628caf72_box5.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C11P13E2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C12P20H2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_589_jpg.rf.edb74d7441d8467e3845c56ca846c979_box1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C9P3E1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1329_jpg.rf.389732d8be4e8be7169c61774c7a9975_box10.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C6P10E2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name75.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C12P25E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1623_jpg.rf.3b09dc1c7b5af5133c9b42ed3c0990f2_box1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name312.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1356_jpg.rf.b754bb4b13175df17fe2a0b70a09382b_box5.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C11P26E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_823_jpg.rf.7e21bade25bc802714b92e4c26319bce_box1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1300_jpg.rf.242a76c28ef543d2e9908f69be79014b_box10.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_112_jpg.rf.4d25c4981907732f304b7d5badad5b31_box1.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C10P10H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name230.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_169_jpg.rf.f55a3cdfff376b748ef6f836054894fa_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1707_jpg.rf.74f1d475858b1efd5def2f8bb8c764a2_box7.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1239_jpg.rf.ef61bd0ae6fbf41b2485907dc11a201c_box1.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C10P38E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1402_jpg.rf.d6b51d743da7746e546bd4f6ec3783a2_box1.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C11P7H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C11P12E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1679_jpg.rf.549bd1e8f1d48878213b4ec7184f6ce2_box4.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_169_jpg.rf.f55a3cdfff376b748ef6f836054894fa_box3.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name269.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C8P11H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C1P24H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C1P8H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C7P12H2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1352_jpg.rf.aba6fb145cf7e4f6b91ba3adec003606_box5.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1140_jpg.rf.a0e0c79bd7e1530923e734aa5dff64cd_box3.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1150_jpg.rf.6693bff45f68000ca517af17cfb4fd31_box16.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_664_jpg.rf.c80d34d4d3d2ac8cbab177e64501ffe7_box2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_691_jpg.rf.74184f0f1ea4f2aaed063803573bd7a2_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1493_jpg.rf.4f8ad46c6e6621ce132eddf09e69ebf2_box1.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C1P38E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1633_jpg.rf.f0adfbdb694c171a651c8c554b8ff7a3_box9.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1468_jpg.rf.872ea0808a97cf9c9ee33a92acbd2fc2_box4.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C5P10H1.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1413_jpg.rf.389030ad2932dbd35bb3bf39d0972dfd_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1329_jpg.rf.389732d8be4e8be7169c61774c7a9975_box2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C3P38H2.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_C6P24E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1599_jpg.rf.8cc30cf89dafa3c847c8b65d4209670f_box2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1716_jpg.rf.5581ec51a8954b115cabbf6823d08b89_box1.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C8P22E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1545_jpg.rf.6a9441ecaafe169ce015c6b0294ed2a7_box0.jpg,False
train,Roya,rocole,coffee___rust,train\Roya\rocole_C1P25E2.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1355_jpg.rf.831cba8c65357e34376a8838ef1484a6_box0.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1122_jpg.rf.dab095a8f6b50757c287405101fdd129_box4.jpg,False
train,Roya,coffee_leaf,Coffee,train\Roya\coffee_leaf_name109.jpg,False
train,Roya,bracol_crops,Roya,train\Roya\bracol_crops_1271_jpg.rf.357caa3d7e53323951169e27a50e50e8_box6.jpg,False
